NOM ÉTABLISSEMENT,CATÉGORIES,TAGS,ADRESSE,VILLE,CP,RÉGION,Pays,Accroche,Description,COVER IMG,Logo,Web,Facebook,Instagram,Contact,Téléphone,
Fransgenre,Associations,,CHEZ M. YANN BUATOIS 31 PLACE DE L’ECOLE 71330 BOSJEAN,Bosjean,71330,Bourgogne‑Franche‑Comté,France,,"association nationale ayant pour but l'information et l'entraide principalement autour des aspects médicaux, juridiques et administratifs des transitions, et la défense des droits des personnes transgenres",,https://data.strobomag.com/assets/businesses/fransgenre/main.jpg,https://www.helloasso.com/associations/fransgenre,https://www.facebook.com/Fransgenre,https://www.instagram.com/fransgenre/,contact@fransgenre.fr,769421081,
Centre de santé sexuelle Autun,Santé & Prévention,,"6, Boulevard du Maréchal Leclerc, Autun, 71400",Autun,71400,Bourgogne‑Franche‑Comté,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-autun/main.jpg,https://www.saoneetloire.fr/guide-des-aides/centres-de-sante-sexuelle,,,,385522524,
Centre de santé sexuelle Louhans,Santé & Prévention,,"349, Avenue Fernand Point, Louhans, 71500",Louhans,71500,Bourgogne‑Franche‑Comté,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-louhans/main.jpg,,,,,385482544,
Centre de santé sexuelle Paray le Monial,Santé & Prévention,,"Boulevard des Charmes, Paray-le-Monial, 71600",Paray-le-Monial,71600,Bourgogne‑Franche‑Comté,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-paray-le-monial/main.jpg,,,,,385818343,
Homogène - Centre LGBTQI+ Le Mans,Associations,,"26, Avenue du Général de Gaulle, Le Mans, 72000",Le Mans,72000,Pays de la Loire,France,,,,https://data.strobomag.com/assets/businesses/homogene-centre-lgbtqi-le-mans/lJ23fdVHEUT.jpg,https://www.homogene72.net,https://www.facebook.com/LGBT72.le.Mans/,https://www.instagram.com/homogene.lgbt/,homogene72.asso.lgbt@gmail.com,951446600,
LM LGBT,Associations,,"19, Rue Gracieuse, Le Mans, 72000",Le Mans,72000,Pays de la Loire,France,,"Rassembler toutes les personnes qui souhaitent échanger, se rencontrer, partager et construire des projets autour des thèmes LGBT.",,https://data.strobomag.com/assets/businesses/lm-lgbt/main.jpg,https://www.helloasso.com/associations/lm-lgbt,https://www.facebook.com/lmlgbt,https://www.instagram.com/lemanslgbt72/,lmlgbt72@gmail.com,,
Le Babylone,Clubs,,"151 rue Nationale, 72000 Le Mans",Le Mans,72000,Pays de la Loire,France,,Upstairs is the sexclub 'Le K-Chô'. Gay. Exclusively or almost exclusively gay men. Bar with full range of alcoholic beverages.,,0,https://www.babylone72.free.fr,,,,33243780802,
Babylone,Clubs,,"153, Rue Nationale, Le Mans, 72000",Le Mans,72000,Pays de la Loire,France,,"1er niveau : bar, club, salon, douche, piste de danse, espace fumeur. 2ème niveau : Bar le Cockring (cabines, labyrinthe, vidéo). Équipements : fumoir intérieur, cabines de douches",,https://data.strobomag.com/assets/businesses/babylone/main.jpg,https://www.facebook.com/Le.Babylone.Le.Mans,https://www.facebook.com/Le.Babylone.Le.Mans,https://www.instagram.com/babylone72/,francois72000@hotmail.fr,243780802,
CeGIDD Le Mans,Santé & Prévention,,"194 avenue Rubillard, Le Mans, 72000",Le Mans,72000,Pays de la Loire,France,,Sur RDV,,https://data.strobomag.com/assets/businesses/cegidd-le-mans/main.jpg,https://www.ch-lemans.fr/soins/nos-services/centre-de-prevention-vaccination-et-depistage,,,,243434370,
Delta sauna club,Saunas,,"263 Boulevard Carnot, Le Mans, 72000",Le Mans,72000,Pays de la Loire,France,,"Mixte le vendredi soir à partir de 19h. Équipements : douches, cabines de douches, casier avec cadenas, vestiaires.",,https://data.strobomag.com/assets/businesses/delta-sauna-club/main.jpg,https://www.deltasaunaclub.fr,https://www.facebook.com/ledeltasauna,,lesamazones@wanadoo.fr,243232681,
"Centre de prévention, de vaccination et de dépistage du Sud Sarthe",Santé & Prévention,,"25, Rue Pasteur, Sablé-sur-Sarthe, 72300",Sablé-sur-Sarthe,72300,Pays de la Loire,France,,,,https://data.strobomag.com/assets/businesses/centre-de-prevention-de-vaccination-et-de-depistage-du-sud-sarthe/main.jpg,,,,,243434370,
Pôle prévention le Rendez-Vous,Santé & Prévention,,"17, Rue Hoche, La Ferté-Bernard, 72400",La Ferté-Bernard,72400,Pays de la Loire,France,,Sur RDV,,https://data.strobomag.com/assets/businesses/pole-prevention-le-rendez-vous/main.jpg,,,,,243434370,
Antenne sud Homogène,Associations,,"Place de la Mairie, Pontvallain, 72510",Pontvallain,72510,Pays de la Loire,France,,,,https://data.strobomag.com/assets/businesses/antenne-sud-homogene/main.jpg,https://www.homogene72.net/lantenne-sud-pontvallain,,,homogene72.asso.lgbt@gmail.com,951446600,
Aides Chambéry,Associations,,"67 Rue Saint François de Sales, Chambéry, 73000",Chambéry,73000,Auvergne‑Rhône‑Alpes,France,Dépistage et soutien VIH,"Association proposant des dépistages VIH, des actions de prévention et un accompagnement pour les personnes concernées par le VIH à Chambéry. Entrée gratuite.",,https://data.strobomag.com/assets/businesses/aides-chambery/main.jpg,https://www.aides.org,https://www.facebook.com/AidesChambery/,,chambery@aides.org,611961336,
Contact - Antenne Savoie,Associations,,"Chambéry, 73000",Chambéry,73000,Auvergne‑Rhône‑Alpes,France,,"Contact a pour objectifs :
 - d’aider les familles et ami·e·s à comprendre et à accepter l’orientation sexuelle et/ou l'identité de genre de leurs proches,
 - d'aider les personnes lesbiennes, gays, bi et trans à communiquer avec leurs parents et leur entourage en leur apportant la compréhension nécessaire pour s’accepter,
 - de lutter contre les discriminations et notamment celles dont peuvent être victimes les personnes lesbiennes, gays, bi et trans, ou considéré·e·s comme tel·le·s,
 - de prévenir du suicide et des conduites à risques liés à l’orientation sexuelle et/ou l'identité de genre.",,https://data.strobomag.com/assets/businesses/contact-antenne-savoie/kL4FmeuxXWC.jpg,https://www.asso-contact.org/asso/73,https://www.facebook.com/contact.savoie/,,73@asso-contact.org,,
Le Valentino,Restaurants,,"711 Avenue de Lyon, Chambéry",Chambéry,73000,Auvergne‑Rhône‑Alpes,France,,"Located in the centre of Chambéry, Le Valentino offers French and Italian specialities like 'Fisher's Meal' and pizzas. Exhibitions take place here every two months. The restaurant, like many others, organises a big party each year to celebrate the arrival of the 'Beaujolais Nouveau' wine.",,0,,,,,33479695755,
Centre de santé sexuelle Chambéry,Santé & Prévention,,"315, Avenue de Lyon, Chambéry, 73000",Chambéry,73000,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-chambery/main.jpg,https://www.ch-metropole-savoie.fr/annuaire/7246/4264-espace-de-sante-publique-chambery-cegidd-clat-prep....htm,,,,479968832,
Sunbeach club,Saunas,,"242, rue Jules Bocquin, Chambéry, 73000",Chambéry,73000,Auvergne‑Rhône‑Alpes,France,,"Sauna mixte. Équipements : fumoir intérieur, douches, cabines de douches, casier avec cadenas, vestiaires. Prix de l'entrée: 20 EUR.",,https://data.strobomag.com/assets/businesses/sunbeach-club/main.jpg,https://www.sunbeachclub.com,,,,479621229,
Centre de santé sexuelle Aix-les-Bains,Santé & Prévention,,"78, Boulevard du Président Wilson, Aix-les-Bains, 73100",Aix-les-Bains,73100,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-aix-les-bains/main.jpg,https://www.savoie.fr/web/psw_39278/centre-de-sante-sexuelle,,,,479968842,
Centre de santé sexuelle Albertville,Santé & Prévention,,"45, Avenue Jean Jaurès, Albertville, 73200",Albertville,73200,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-albertville/main.png,https://www.savoie.fr/web/psw_39278/centre-de-sante-sexuelle,,,,479895723,
CeGIDD Saint-Jean-de-Maurienne,Santé & Prévention,,"81, Rue du Docteur Grange, Saint-Jean-de-Maurienne, 73300",Saint-Jean-de-Maurienne,73300,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/cegidd-saint-jean-de-maurienne/main.jpg,https://www.ch-metropole-savoie.fr/annuaire/7246/4264-espace-de-sante-publique-chambery-cegidd-clat-prep....htm,,,,479206055,
Centre de santé sexuelle Saint-Jean-de-Maurienne,Santé & Prévention,,"95, Avenue des Clapeys, Saint-Jean-de-Maurienne, 73300",Saint-Jean-de-Maurienne,73300,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-saint-jean-de-maurienne/main.jpg,https://www.savoie.fr/web/psw_39278/centre-de-sante-sexuelle,,,,699189456,
Les Jardins de Bao,Saunas,,"79, chemin du Cores, Drumettaz-Clarafond, 73420",Drumettaz-Clarafond,73420,Auvergne‑Rhône‑Alpes,France,,"Rooftop discret pour bronzer en intégral, jacuzzi extérieur",,https://data.strobomag.com/assets/businesses/les-jardins-de-bao/main.jpg,https://www.jardins-bao.fr,https://www.facebook.com/lesjardindebao,,,479347071,
Le Medz'é-ry,Restaurants,,"Quartier de Preyerand, Les Menuires | St. Martin de Belleville",Saint-Martin-de-Belleville,73440,Auvergne‑Rhône‑Alpes,France,,"The only cabaret in 'Les 3 Vallées' ski resort. Open every day in winter season, otherwise open every lunchtime and with reservation only for the evening & weekends.",,0,https://www.http://cabaret.le.medzery.free.fr,,,,33479081674,
Centre de santé sexuelle Moutiers,Santé & Prévention,,"159, rue de la Chaudanne, Moûtiers, 73600",Moûtiers,73600,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-moutiers/main.jpg,https://www.savoie.fr/web/psw_39278/centre-de-sante-sexuelle,,,,762598849,
Aides Annecy,Associations,,"18 Avenue de la Mandallaz, Annecy, 74000",Annecy,74000,Auvergne-Rhône-Alpes,France,Dépistage et soutien VIH,"Association offrant des dépistages VIH, des actions de prévention et un accompagnement pour les personnes concernées par le VIH à Annecy.",,https://data.strobomag.com/assets/businesses/aides-annecy/main.jpg,https://www.aides.org,https://www.facebook.com/aides.annecy.savoie,,annecy@aides.org,0614504797,
Contact - Antenne Haute-Savoie,Associations,,"9, Quai des Clarisses, Annecy, 74000",Annecy,74000,Auvergne‑Rhône‑Alpes,France,,"Contact a pour objectifs :
 - d’aider les familles et ami·e·s à comprendre et à accepter l’orientation sexuelle et/ou l'identité de genre de leurs proches,
 - d'aider les personnes lesbiennes, gays, bi et trans à communiquer avec leurs parents et leur entourage en leur apportant la compréhension nécessaire pour s’accepter,
 - de lutter contre les discriminations (notamment celles dont peuvent être victimes les personnes LGBTQ+ ou perçues comme telles),
 - de prévenir du suicide et des conduites à risques liés à l’orientation sexuelle et/ou l'identité de genre.",,https://data.strobomag.com/assets/businesses/contact-antenne-haute-savoie/kL4FmeuxXWC.jpg,https://www.asso-contact.org/asso/74,https://www.facebook.com/contact74/,,,783476563,
Magic Eden,Boutiques,,"5 Boulevard Bellevue, Annecy",Annecy,74000,Auvergne‑Rhône‑Alpes,France,,"Sexshop, cabins, sextoys, underwear. You can get information about gay life in Annecy.",,0,https://www.magic-eden.com,,,,,
Chez Pen,Restaurants,,"11, Avenue Berthollet, Annecy, 74000",Annecy,74000,Auvergne‑Rhône‑Alpes,France,,LGBTQIA+ friendly,,https://data.strobomag.com/assets/businesses/chez-pen/main.jpg,,https://www.facebook.com/ChezPen,,pen74@hotmail.fr,450086092,
Octopus sauna,Saunas,,"15 rue Narvik, Annecy, 74000",Annecy,74000,Auvergne‑Rhône‑Alpes,France,,"Sauna strictement gay le mercredi, jeudi, samedi et dimanche, mixte les autres jours. Nombreux tarifs réduits selon âge et jour, à consulter sur le site internet. Boutique, table de massage (supplément), bar, petite restauration.",,https://data.strobomag.com/assets/businesses/octopus-sauna/main.jpg,https://www.octopus-sauna.com,https://www.facebook.com/Octopus-Sauna-336356993968199/,,,450574826,
Aides Annemasse,Associations,,"11 Rue Paul Bert, Annemasse, 74100",Annemasse,74100,Auvergne-Rhône-Alpes,France,Dépistage et soutien VIH,"Association proposant des dépistages VIH, des actions de prévention et un accompagnement pour les personnes concernées par le VIH à Annemasse.",,https://data.strobomag.com/assets/businesses/aides-annemasse/main.jpg,https://www.aides.org,https://www.facebook.com/AIDES.Annemasse,,,0601201009,
CeGIDD Ambilly,Santé & Prévention,,"17 rue du Jura, Ambilly, 74100",Ambilly,74100,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/cegidd-ambilly/main.jpg,https://www.ch-alpes-leman.fr/soins/centre-gratuit-dinformation-de-depistage-et-de-diagnostic,,,,450823057,
Maison des adolescents Rouge Cargo,Santé & Prévention,,"2, Rue Pierre et Marie Curie, Vétraz-Monthoux, 74100",Vétraz-Monthoux,74100,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/maison-des-adolescents-rouge-cargo/main.jpg,https://www.hautesavoie.fr/en-pratique/prevention-sante/centres-de-sante-sexuelle,,,,450950957,
King sauna,Saunas,,"39, rue Jean Jaurès, Ambilly, 74100",Ambilly,74100,Auvergne‑Rhône‑Alpes,France,,"Toutes tendances le mardi, le vendredi ainsi que le samedi soir. Tarif -26 ans 12€.
 
 Équipements : douches, cabines de douches, casier avec cadenas, vestiaires",,https://data.strobomag.com/assets/businesses/king-sauna/main.jpg,https://www.kingsauna.com,,,,450386812,
CeGIDD Annemasse,Santé & Prévention,,"558, Route de Findrol, Contamine-sur-Arve, 74130 - Côté Léman, Niveau 0, Porte 3",Contamine-sur-Arve,74130,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/cegidd-annemasse/main.jpg,https://www.ch-alpes-leman.fr/soins/centre-gratuit-dinformation-de-depistage-et-de-diagnostic,,,,450823057,
Centre de santé sexuelle Annemasse,Santé & Prévention,,"558, Route de Findrol, Contamine-sur-Arve, 74130",Contamine-sur-Arve,74130,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-annemasse/main.jpg,https://www.ch-alpes-leman.fr/soins/centre-gratuit-dinformation-de-depistage-et-de-diagnostic,,,,450822393,
Centre de santé sexuelle Bonneville,Santé & Prévention,,"50, Rue Sainte-Catherine, Bonneville, 74130",Bonneville,74130,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-bonneville/main.jpg,https://www.hautesavoie.fr/en-pratique/prevention-sante/centres-de-sante-sexuelle,,,,450332337,
Centre de santé sexuelle Rumilly,Santé & Prévention,,"16, Avenue Édouard André, Rumilly, 74150",Rumilly,74150,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-rumilly/main.jpg,https://www.hautesavoie.fr/en-pratique/prevention-sante/centres-de-sante-sexuelle,,,,450332330,
CeGIDD Saint Julien en Genevois,Santé & Prévention,,"Chemin du Loup, Saint-Julien-en-Genevois, 74160",Saint-Julien-en-Genevois,74160,Auvergne‑Rhône‑Alpes,France,,"Unité de santé affective et sexuelle, 2ème étage",,https://data.strobomag.com/assets/businesses/cegidd-saint-julien-en-genevois-1/main.jpg,,,,,450496739,
CeGIDD Thonon-les-Bains,Santé & Prévention,,"3, avenue de la Dame, Thonon-les-Bains, 74200",Thonon-les-Bains,74200,Auvergne‑Rhône‑Alpes,France,,"CeGIDD : niveau 0, à gauche dans le hall d'entrée (suivre la signalisation CeGIDD). Centre de santé sexuelle : hall d'entrée à gauche.",,https://data.strobomag.com/assets/businesses/cegidd-thonon-les-bains/main.jpg,https://www.hopitauxduleman.fr,,,,450832119,
Plage de la Ripaille,Visites & Tourisme,,"Grande Allée, Thonon-les-Bains, 74200",Thonon-les-Bains,74200,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/plage-de-la-ripaille/main.jpg,,,,,,
CeGIDD Cluses,Santé & Prévention,,"Boulevard du Chevran, Cluses, 74300",Cluses,74300,Auvergne‑Rhône‑Alpes,France,,CeGIDD & centre de santé sexuelle.,,https://data.strobomag.com/assets/businesses/cegidd-cluses/main.jpg,https://www.hpmb.fr/poles/prevention-education/cegidd,,,,450473049,
Aravih,Associations,,"Avenue de l'Hopital, Épagny Metz-Tessy, 74370",Épagny Metz-Tessy,74370,Auvergne‑Rhône‑Alpes,France,,Actions de qualité de vie auprès des personnes VIH et hépatites. Stages & ateliers. Dépistages et prévention tout public.,,https://data.strobomag.com/assets/businesses/aravih/main.jpg,https://www.aravih.org,,https://www.instagram.com/association_aravih/,,450636071,
CeGIDD Annecy,Santé & Prévention,,"1, Avenue de l'Hopital, Épagny Metz-Tessy, 74370",Épagny Metz-Tessy,74370,Auvergne‑Rhône‑Alpes,France,,"CeGIDD : Unité de Santé Affective et Sexuelle (USAS), 4ème étage, C4. Centre de santé sexuelle : Niveau 4, à côté du secrétariat de gynécologie.",,https://data.strobomag.com/assets/businesses/cegidd-annecy-1/main.jpg,,,,,450636371,
Tof,Bars,,"158 Place Edmond Desailloud, Chamonix",Chamonix,74400,Auvergne‑Rhône‑Alpes,France,,Bar & disco. Also theme nights. Gay and lesbian mixed crowd. Air conditioning. Bar with full range of alcoholic beverages. Open: Mon-Sat midnight-5h,,0,https://www.tinyurl.com/mu8lsu9,,,,33607634303,
CeGIDD Chamonix,Santé & Prévention,,"509, route des Pélerins, Chamonix, 74400",Chamonix,74400,Auvergne‑Rhône‑Alpes,France,,"Consultations Avancées, dans l'aile droite du bâtiment",,https://data.strobomag.com/assets/businesses/cegidd-chamonix/main.jpg,https://www.hpmb.fr/poles/prevention-education/cegidd,,,,450473049,
Centre de santé sexuelle Evian,Santé & Prévention,,"1, Avenue de Larringes, Évian-les-Bains, 74500",Évian-les-Bains,74500,Auvergne‑Rhône‑Alpes,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-evian/main.jpg,https://www.hautesavoie.fr/en-pratique/prevention-sante/centres-de-sante-sexuelle,,,,450832871,
CeGIDD Sallanches,Santé & Prévention,,"380, rue de l'Hôpital, Sallanches, 74700",Sallanches,74700,Auvergne‑Rhône‑Alpes,France,,Sur RDV,,https://data.strobomag.com/assets/businesses/cegidd-sallanches/main.jpg,https://www.hpmb.fr/poles/prevention-education/cegidd,,,,450473049,
